Label,Text
notsarc,It hasn't been proven that the Second Amendment is solely about tyrannical governments and not about dealing with violent criminals.
notsarc,"You need to read what people say more thoroughly, and think about it before you respond. When he said ""can"" (and there are not many simpler words than that!) It didn't mean ""will"", ""must"", or ""shall"" be more aggressive. It has been shown that in some cases it ""CAN"" happen. It may not have happened with you. It still might, we don't know. We might even say that it is not likely to happen, but we can't say that it won't, because sometimes some people do behave more aggressively when they have a gun."
notsarc,And if someone had written an ad proclaiming that black Americans are inferior the same thing would have happened as well. I can't justify what they did but when you put such a hot-button issue out like that into the open...it has to be expected. People have strong feelings about abortion rights (just like racism) and it is naive to think something like this wasn't going to happen.
notsarc,"To point our an error, i believe the baby was at the infant stage, not the toddler."
notsarc,"There are precious few areas on the planet that have not been explored. Those that haven't would not support the kinds of life we are talking about. There is no evidence of any interim species of apes and humans. Not one shred. Those items in the fossil record that are claimed as possibles are only possibles, are dubious at best, and are extremely rare. A recent study also showed that most characteristics of supposed alternate species of hominids were well within the variation seen in current homo sapiens. The point I was making is that if they existed we would see them."
notsarc,"Well, it depends on your definition of retarded I guess. The standards to get a drivers license are really not that high. Think of how dumb the average person is, and realize that 50% of people are dumber than that. Kinda makes you cringe.   And you wonder what has prevented me from being in an accident? Well, perhaps the fact that I am a concientious, defensive, and skilled driver who excercises caution while on the road. Maybe next time someone pulls out in front of me, I should just throw my hands in the air and scream ""take the wheel jesus!"" I am sure some magical being will fly down from heaven and save me from crashing. Yeah...sure."
notsarc,I'll assume this is figurative since they do not literally melt.
notsarc,"It won't. I'd think any responsible parent with a teen under the age of 18 who has a sound relationship with that teen would discuss the possibility of her becoming sexually active (a normal function in spite of some puritan attitudes) and offer simple avoidance of possible pregnancy and abortion. Like vehicle insurance she may never need it, but going without either one is plain stupid."
notsarc,"Actually, the storm lasted for 40 days and 40 nights. The ark was actually afloat for a year or so. So I guess the answer is that the ark had all kinds of pestilent insects winging about and biting and stinging the occupants. The problem is, how did these aquatic breeders actually propagate in the feces and urine infested bilge of the ark?"
notsarc,"Again, you are the affirmative, you must support your claims. Please support the claim that we are using an atheist presupposition. I think we are using more an agnostic presupposition, which is a neutral one."
notsarc,"And religious folk in the south used the Bible to justify enslavement of thousands or millions of blacks, and also to justify their treating blacks as mere property. I suppose (but am not familiar enough with all of the details to know for sure) that some even used the Bible to justify linching blacks."
notsarc,"Congratulations. You are now part of a minority group. Marriage tends to either work or it doesn't. I know, brilliant observation. What I mean is either the couple is together for decades or spend x amount of years being unhappy until the unhappy is more than the baggage of divorce."
notsarc,"I think that you missed the point of the argument. VT is arguing that the low birth rate in the West is attributable to high abortion rates and the high birth rates amongst Arabs creates a numbers game in favor of the Arabs. Since they respect life (their own, that is) more than the West, their numbers are growing much quicker, while our lack of respect for human life is causing the gap to widen."
notsarc,"Well, we'll ignore the fact that you think dinos are the same as modern day reptiles, and we'll ignore the fact that you are assuming that what goes today must have gone before (something you rant against on a daily basis). Who said anything about reptiles or dinosaurs?"
notsarc,"A fairly good explanation, toned down a bit from Darwin's explanation (for the average person who does not have a PHD in biology)."
notsarc,"Oh, so you were not in any way talking about evolution in these posts? Then why are they posted on the c vs e board?   Please, that's just pathetic."
notsarc,No proof anyone ever went from gay orientation to straight orientation.
notsarc,"First off, define ""government funded"". The FBI? The CIA? Other federal law enforcement agencies? The military? All vital government entities that are and should be armed. The fact that governments around the world have killed their own citizens after disarming them does not mean that they should not be armed, it means that the citizens should not be disarmed. Think of what our country would have become over the last 100 years without an armed government."
notsarc,"how many animals do you think were on the Ark? how many species existed at the time?      the story of the ark does not coincide with contemporary science, but it does work with the rest of Genesis. this is Genesis 2: 15-23"
notsarc,"Actually the majority of homosexuals will tell you it's not a choice. And I, being the wacky gal I am, have a tendency to believe the word of homosexuals on that particular subject over the word of straight neonazicons."
notsarc,"You know 'my kind'? How very presumptuous on your part. Then you know individual choice is the issue, not enforced medical procedures. You didn't answer the question regarding pregnant women who intend to carry to term being required to have a sonogram."
notsarc,"So then the law is flawed because criminals could just as easily get their hands on select firearms, ban or no ban. You've just admitted that the bill did nothing and thus there's no justification for it to be reinstated."
notsarc,"It hasn't happened yet is not absolute proof, just that it makes the probability of it being wrong quite small. By the way, if you are in the least bit intellectually honest, I challenge you to actually act on any of those doubts about the reality of existence and any other reality that we understand from all human experience. Otherwise, if you never act on those doubts, you are simply being hypocritical."
notsarc,"Actually, I find it near impossible to discuss the second amendment without gun control advocates bringing up the third argument. Weak? Yes. Rare? No.      In my opinion, all arguments in favor of gun control are weak."
notsarc,"Yes, you do have a problem with Archaeopteryx. You can't explain it from a creationist point of view. I'm not claiming that it is a ""link,"" whatever that may be. It is a transitional form. It is a small theropod dinosaur that has characteristics that are common to theropod dinosaurs and only theropod dinosaurs and their ancestors. It also has characteristics that exist in birds and only birds. Some characteristics exist in both. The furcula, for example. A furcula has been identified in some theropods, but it is rather rare and then only imprefectly preserved. An indication that it may be mostly connective tissue. Archaeopteryx has a furcula. But even at that it doesn't compare to the same structure in birds. It is intermediate. Imagine that!"
notsarc,actually some did talk about the complexity of life as well as irreducible complexity even though it may not be mentioned in the title
notsarc,So? There are other articles and books that do. Is your link the ultimate authority on the cause of crime?
notsarc,"Far from showing any modern knowledge of blood circulation, this shows:1) if you take the blood out of an animal it will die. A simple fact all civilizations of the time would have known.2) God like for his followers kill living things. He is the God of blood."
notsarc,Neener neener - is it time to go in from the playground yet?
notsarc,No you can prevent the life of the unborn because they are not living but I don't think you should end the life of the born.
notsarc,"That's why I voted as I did as well. Ideally I'd prefer the ""none required"" policy."
notsarc,The burden of a pregnancy is the woman's. It should be left up to her and her doctor to decide what is best for her.
notsarc,"But because your book of mythology tells you about a week of creation, you prefer that (because it requires less thought) to examining reality."
notsarc,You could put the stranger out even if they had nowhere to go and it was freezing cold out.
notsarc,"Notice the double-standard here? The homosexual lobby accuses us of harassment, yet they are willing to provide names and addresses of people who oppose their agenda. I can't wait to see the backlash from this one."
notsarc,"Socialsim and Communism in the Soviet Union failed because the USSR spent its entire existence recovering from war. The country was bombed to hell by Germany twice, around the time of the world wars. The united states put unspeakable amounts of money into their war machine, which forced the Soviets to do the same. I, for one, would buy a gun If I knew my neighbor had six, and he wanted me dead.The CIA and American military carried out immoral operations in 60+ countries since 1945. The soviet KGB, as far as I know, has only been in Germany, korea, China, and Afgahnistan."
notsarc,"If we bankrupt the country, the war on terror won't be the reason. Wasteful domestic spending is the only reason we have trouble funding the war on terror. We need to get intellegent with domestic spending. We could start with the $7 billion EPA."
notsarc,"You do have a problem with this person defending himself or you would not be attacking him. Fear made him do this. The fear was created in him by the buglers.   You want unarmed passengers to attack armed terrorists on airplanes, but you have a problem with a home owner killing buglers."
notsarc,"And just how are the criminals and terroists to be kept from entering a school while armed? Airplanes, probably with some of the new technology, but schools, or bars, or post offices, or government buildings? Just a law that says it is illegal, surely is not going to work. emoticonXDonno"
notsarc,"Yes, do you? It's in a country with no medical facilities, no sterile place to get it done. A country full of HIV and AIDS. I wouldn't be surprised if these mothers had HIV/AIDS and knew they'd leave their child an orphan."
notsarc,"I know of at least 3 personally, including my brother. He fought for custody for years and it nearly bankrupted him. He was trying to get his kids away from an ex-wife that would go away with her boyfriend for weekends at a time and leave their 15 year old daughter in charge of threee younger siblings. "
notsarc,"Yes, but all concepts of right or wrong are subjective."
notsarc,"What I've been saying here, and after awhile - the guilt, depression, etc - will get buried, deeper & deeper - but no negative/damaging experiences leave people. They stay quietly in the background-computer base -until, as you said: Hopefully, the person ""finds some way of forgiving themselves"", right. But what about in the mean-time? - And we know, from research & quite a number of Healers, that rot (inside a person) is damaging... and often in very unsuspecting ways.Much better to life benevolently, in the first place.Annie"
notsarc,"What does adoption have to do with being pro choice or life? I thought that the waiting list was years and years long to get a baby. (Not trying to argue, just don't understand)"
notsarc,Because there are still a lot of people in this country that support oppression and injustice toward gay people.
notsarc,"It is 'change over time', not 'gradual change over time'. The morphological changes tend to happen with a change in the environment. The difference between 'micro' evolution and 'macro' evolution is the number of steps. ""Macro"" evolution is a bunch of 'micro' evoltultions that add up. You have two populations that you can compare that used to interbreed, and for some reason, do not, and then you add on a few 1000 'mircro-evolution' events to each, they become very very different."
notsarc,"Origins of science, whether truly started by those of faith or not, is irrelevant. Whatever science was, it has become a body of knowledge, through application of reason."
notsarc,"Mach, your ability to make the wrong argument on the wrong post continues. I ask a question of this person, you reply not to them, but to me, and with ad hominem, and a 'just-so' statement."
notsarc,"Not really. That's the fallacy of exclusion of the middle. Because there are only two choices, if one is wrong somehow, the other is therefore correct. The problem is that there isn't only two choice for sure. Besides, science is wrong all the time, it doesn't prove that creation is right. In fact, for instance, science estaimtes of moon dust have been proven wildly wrong, and those corrections actually harm creation. "
notsarc,I've always gone the Scylla and Charybdis route before instead.
notsarc,"Exactly. Moreover, in Emerson the discussion of the 2nd Am. is dicta (arguments not pertinent to the verdict) so it is not a binding precedent even for the courts in the same Circuit.A question for the ""original intent"" crowd:What did the Founding Fathers intend with the misplaced comma in the 2nd Amendment?"
notsarc,What this highlights is that the laws of the land are ignored and some people try to place the blame on the victims.
notsarc,"I don't think we have any business forcing anyone to do something they don't want to do. The father is supplying his DNA when he engages in sexual relations. After than point he has in effect signed a blank check. It's like the old saw, if you don't want to do the time, don't do the crime. Fathers to be shouldn't be engaging in sex unless they intend to pony up with the montly check. I come from a bit of a bias on this subject because this was my area of endeavor for some 20+ years."
notsarc,"In some cases yes, in others no. If the mutation gives a huge advantage, then there will be a decline in the size of the gene pool for a while (eg when the Australian rabbit population was reduced form 500 million to 100 million by myxomatosis, the gene pool strunk as a result and the genetic ""mutation"" that gave increased resistance spread throughout the whole population as a result). Most of the time though single mutations do not have such a huge advantage and so genetic variation is maintained."
notsarc,"The counter arguments put forth by its critics do not defeat the Violinist arguments, at the very least. Whether one accepts the argument anyway is another story :P"
notsarc,"I believe you are thinking of orders, not denominations. There is a big difference.   Strict and loony? Could you be a little more specific, because this statement sounds like it's coming out of complete ignorance.   You also seem to be making the assumption that all of the non-Catholic Christians are somehow very similar, which couldn't be further from the truth."
notsarc,"Well, there's also carbon dating... Didn't you post something about a decay curve? Are you now going to deny the accuracy of that?"
notsarc,We don't live on carbon dioxide. We live from the energy stored in carbon compounds when we break them down.
notsarc,"You either did not read my post thoroughly, or are intentional misrepresenting me. Post 250 (which I had actually read before starting this thread) is nothing but DamEtel rambling about homologies between vertebrae embryos. That has absolutely nothing to do with the unexplained homologies that the Denton talks about. Evolution simply cannot, reasonably speaking, account for the homology between your arm and leg, among other examples."
notsarc,No. We know that evolution happens. What would be a problem would be to find the processes that made evolution happen as such incredible rates. There isn't any evidence that it can happen that fast.
notsarc,Because there is no evidence against the virgin birth and there is considerable evidence against Adam -- including the text of Genesis 1.
notsarc,"Little boy, you need to do a little study on Nazis. They specialized in death. Unlike pro-life people."
notsarc,"And yet, for most pro-choice folk on these forums, this question really is meaningless. For, even when it is assumed by these folk that the embryo has rights, they nevertheless argue that abortion is still acceptable. Even you believe this Shooter."
notsarc,"Well then quit trolling, and start debunking the BS by providing links to cases that were solved by having a gun registry in place."
notsarc,"From a book review of BETTER FOR ALL THE WORLD: The Secret History of Forced Sterilization and America's Quest for Racial Purity by Harry Bruinius:http://www.nytimes.com/2006/02/26/bo...w/26satel.htmlHmmm, Teddy Roosevelt, Winston Churchill, the Rockefeller foundations, millions of Americans, the State of Indiana. . . all these embraced the concept of EUGENICS.Interesting, yes?"
notsarc,"You contradict yourself. If the earth was then much as it is today, then there isn't enough water on earth to cover it in any fashion. I have done the math. Do you have any idea of how high the Himalayas, the Alps, the Andes, and the Rockies are? Besides, the Bible talks about a flood that lasted a year, not a series of tsunamis."
notsarc,"In older times man had more questions without answers than today. Some men believed if a God of fire because they did not understand what fire was. Because of their misunderstanding they invented an answer, the Fire God. Today we know exactly what fire is and we don't need to invoke some mythical explanation. Today's atheists know that there are many other questions we don't have answers for and it's OK to simply say we don't know instead of buying into the whole ""let's-invent-some-god-to-explain-it"" mentality...."
notsarc,"Come on, people. You don't butcher an innocent baby for the conveience or sins of the parents. There's plenty of people in the world who would have adopted that baby. And if no one else would have, I would have."
notsarc,"Why don't we do the same for straight marriages then?Why doesn't a straight couple that gets married in Colorado, and then moves to Virginia, have to get their divorce ""remotely"" from Virginia.Or maybe you should start thinking about what AUTHORITY Colorado has to grant a divorce to Virginian RESIDENTS."
notsarc,"Actually, the answer might depend more on the nature of the question, or the particular religious cult of the person being asked, etc. In questions of science, fundamentalists will tell you that the answer was revealed to them by their god in their holy scripture.On the other hand, you are characterizing religion as insanity. I think that you really mean that when religion is offered as science, then that is insane."
notsarc,"Well . . . one could make that argument about anything--voting for instance. Amendments are created by voting, and people and legislatures vote (hopefully) their conscience (and the will of their constituents), even if they are religious. I think this is a different matter than, say, displaying religious icons on courtroom walls or grounds, which is a clear endorsement of religion by the government. The 18th amendment was religion-motivated, but it didn't get rescinded for THAT reason. It got rescinded because it didn't work practically. (and because FDR wanted to see the returns on the economy for his New Deal)"
notsarc,"Exactly. It is their fault, but they can do what they choose. It is punishment and you know it, and it is not your job to make sure no ""irresponsible"" pregnant woman goes unpunished."
notsarc,"You do not have a right to drive. No one does. Driving is not a right. The state does not owe it to you to give you a license to drive. The activity of driving is a priveldge granted by the state, not a right.Rights are not regulated by government. You have them and no earthly authority can take it away from you. The state never gave me my rights, I already had them, nor do I have to ask for permission to exercise them."
notsarc,"I believe you, OTHERS pick and choose what you believe. What is sad is how many lose their faith when they find how much they have been mislead."
notsarc,"This stat sounds more than a bit inflated. Seeing as it comes from a website called ""women's issues"" it is probably not all that credible."
notsarc,"And evolution is exhausted. It can't do anything with origins, and recent discoveries of the complexities of the simplest forms of life exhaust it even more."
notsarc,Well he has further political aspirations..........The 9th circuit in Sodom (SF) is always making law instead of interpreting it........That is why they are over ruled so often.......
notsarc,"Well let's see . . . the last time a state started recognizing gay marriages, suddenly there was more support for a Federal Marriage Amendment than ever, Democrats lost more seats in Congress, the minority Democratic leader was defeated after years in office, a protestant presidential candidate carried the Catholic vote against a Catholic candidate, evangelicals in the country were energized, the pro-FMA candidate WON re-election even though his approval rating was 50%, and the state that recognized gay marriage fell under a slew of legal challenges to the point where it's up in the air again.The more you push you agenda through activist judges, the closer you get to the people having to pass an amendment. At least New York was smart enough not to do it right before an election."
notsarc,"It can go both ways. We all doubt. It is what you do with it that matters.[QUOTE=gnojek]If a child grew up never hearing the words religion, gods, spirits, etc. would this child still have faith of some sort?Is faith some innate human tendency?It could be seeing as how there is the ""god spot"" in the brain, but maybe the god spot wouldn't develop as fully in the child that was never exposed to religion or thoughts of the supernatural.QUOTE]Look around. Faith did not spontaneously generate out of thin air. It is obviously part of our psyche. Every civilization throughout history has felt the need for some type of faith. Even on different sides of the planet.It's as natural as the sun rising."
notsarc,"Well, those who keep using that story can't see the real sins of those cities. They are so sure that it was rampent homosexuality which lead to their destruction. Even though we know that before the Angels were ever sent God had spelled out why he was going to destroy them. He sent the angels because they promiced to find even one righteous man. They failed in that because the angels were attacked for being foreigners. Noone who abuses this story is ever going to admit this fact. They can't see past the supposed homosexual issue."
notsarc,"Thats true. However, do we not have a state of reasonable compromise at the moment?"
notsarc,"Yes, I would stay out of it, unless I knew the woman, and she spoke up and asked me for an opinion, or advice. And even in the case of the woman being my best friend, and knowing all the different aspects to the situation, I still would not feel comfortable weighing in. Just like if it was me in the situation, I know that ultimately, it would be my decision, and I would have a right to that decision."
notsarc,"No nation is perfect, Rev. Not even the USA! A singular instance that you quote is not an argument as anyone can just as easily find criticism with the USA over people freed early from jail.You will find black people over-represented in the jails of the UK, the USA and Australia. There is injustice everywhere."
notsarc,"For a 13 year old girl that could greatly damage her body to have a pregnancy so young. She is just starting to grow and mature, and its not healthy, natural, or right to have a pregnancy at that age. She could cause alot of damage being that young."
notsarc,"But pro-lifers often base the pro-life stance on preventing harm. Not just religion. (And in this case they are one-in-the-same anyway.) This isn't a case of harm-preventative-morality versus religious-morality; it's a case of two harm-preventative moralities in conflict, due to each only focusing mostly on one aspect (either the mother or the unborn baby)."
notsarc,"Well if your claim is that you shouldn't push a gun owner's buttons and make them mad, then why are you arguing with me when that's what you're claiming is the wrong thing to do?"
notsarc,"Oh dear, you're back to your nasty ad hominem self. I could have made fun of the fact that you don't know about materialism, and how its a major force behind evolution. Which is itself a suggestion that you are unaware of the socio-political forces driving western evolutionary theory.**The issue is about people behind sciences, making many different 'sciences'; based on bias, cultural/political/historical. 'Peer' doesn't mean anything because 'peers' are just people with the same background/bias etc.I notice you didn't touch upon Nationalist Sciences. Or for that matter, Capitalist Science.*You mean 'understanding' written English.**I say 'western' because there are other evolutionary theories - Marxist, Nazi, Feminist etc.Thank you, come again."
notsarc,"They do offer a good insulating blanket which would keep the body of the reptile warm which in turn, would allow the reptile to remain active for a longer period of time. This means more time to hunt and reproduce carrying the mutation onwards."
notsarc,It is clear that the profetallifers wish to make the pregnant woman a slave to her fetus.
notsarc,"Bad Religion or misapplied Religion has been in every century, country and culture."
notsarc,"The fact that some scientists totally dismiss god is proof of there ignorance of scientific method. There is growing evidence to support the existence of a supreme being, and a lot of scientists are ignorant of this fact, yet they accept theories from the quantum level wich are not proven beyond the proof of the existence of god. Mayabe your mind isnt as closed as others I have spoke with on this subject. I do believe in scientific method, but I also have faith that god is out there."
notsarc,So you're actually claiming that it is a lie to say that the UK has a lower gun crime rate than the US? Even if the police were miscounting crimes it's still a huge and unjustified leap in logic to conclude from that that the UK does not have a lower gun crime rate.
notsarc,"But behind that are deeper, more fundamental issues about what homosexuality IS and the morality of it. To many people who view homoseuxality as immoral, your movement seems to be trying to write immorality into law."
notsarc,"State courts can rule based on state and/or federal law. In this case, the answer was found in the state constitution, so the judge did not need to pursue the issue further.Also, a state constitution can offer more protection that the federal one, as long as, in so doing, it does not contradict the federal constitution."
notsarc,"It is horribly oppressive of women, though, to oppose both abortion and contraceptives. That means that women will have no control over their pregnancies at all."
notsarc,All of these examples are scientifically recognized as human life with a unique genetic code.
notsarc,"As proved above by definition of reason above, it all depends on what premise or starting assumption you have as to what conclusion you will reason out. You are correct that faith does not neccessary require evidence. But there is usually always evidence to support the validity of a particular faith, in this case Christianity."
notsarc,"That is just conservative bias. Conservatives are just as guilty of the same things as liberals and then each has their own ideological idiocy that is unique to each group. Conservatives like classes and don't like change. A pure conservative society would fail just as quickly as a pure liberal one. The last 10 - 20 years as we have become more us vs. them the overall prosperity and well being of the country has declined. With both sides taking the country to extremes. Conservatives eased restrictions and corporations run wild. Those laws are in place for a reason. Liberals overreact and put a choke hold on growth. There was a reason for less restrictive laws, but now they can't do anything meaningful."
notsarc,I don't know if you ever heard of the UK Poll Tax but I could have seen myself protesting by non-payment against such a grotesquely unfair system of taxation had I been of the age to do so.
notsarc,"Again, what evidence? anthropic principle doesn't have anything to do with creation. Puntucated Equlibrium anyone? How is symbiotic relations beteween plants and insects sign of creation?What are you talking about? A dog can't have a cat. That's retarded. What facts are you talking abot? "
notsarc,"Because in the case of glacial/interglacial variation, CO2 functions as a feedback from orbital forcing. Again, this is all very simple, basic stuff outlined in chapter 6 of the AR4."
notsarc,"Because when something passes every experiment thrown at it and when something fits observation better than anything else, then it's as near as damnit fact. We can get pedantic over this if you want, but the conclusion that reaches is that there are no facts."
notsarc,And that is why they are wrong. They don't understand science. Science is not the presentation of proof but explanations of the evidence that have been tested.
notsarc,Either a gross misunderstanding or a gross misrepresentation of evolutionary theory.
notsarc,"so what about jesus' life is credible if the source is unreliable? was it that jesus didnt walk on water but he fed 5000 with 5 loaves? was it that he didnt forgive the samaritan harlot but he raised lazarus from the dead? what did the authors get right? i mean, i can easily believe jesus said he came to bring a sword and not peace. but you dont. so how do we possibly pattern our lives according to how jesus lived if we dont know whether what they recorded was actually what he did?it is necessary to believe that the gospels are true, otherwise you cannot follow a pattrn you dont have."
notsarc,"They have. Prey animals have their eyes to the sides of their heads which allows them to see in every direction, almost 360 degrees around. Predator animals have their both eyes facing forward."
notsarc,Does any part of the theory of evolution give an accounting of how we transitioned from quadruped movements of the ape to biped? 
notsarc,Does the sexual orientation of the would-be single parent even come up?
notsarc,"Yes, but our cells, are functional. It's cells are not yet functional beyond dividing."
notsarc,Honest question Arch: where is the problem with a potential variance of 10 billion years? I know this question may appear ridiculous to you but could you take the question in the spirit it was meant?
notsarc,And I'm going to correct you again. The theory of evolution is by no means an extreme view. It is the prevailing view. More than 99% of biologists accept the theory of evolution as the best explanation for the observations.
notsarc,"Given that I do not hold that opinion, I would challenge you show where I have stated such."
notsarc,I think you have your image of an assault weapon slightly skewed. an assault weapon by its very name is a weapon designed to harm another human. this does not mean full auto it just means that it was never designed to be a target/hunting/self defense weapon.
notsarc,"""Ready to go"", in the sense that living things are equipped with a means of making small errors which are used by natural selection to make new structures.Barbarian, regarding mutations:There is a lot of that. Many mutations are recessive and a population over time accumulates a lot of genetic variation that can become useful if the environment changes. The founder population of lizards, for example, could have had at most, 20 alleles for any gene locus, since each lizard can only have 2. The new ones evolved by mutation. Sometimes, we can even observe that happening, or trace the mutation back to a known ancestor. Would you like to learn about it? ."
notsarc,"Actually ""I don't know"" is quite a valid answer in science.However, again you slip into this false construct of a belief that all that can be known is in the scope of science; which you've also denied saying you believe in the past.[quote=Montalban]Is this a rational statement? If so, prove it rationally, by science. "
notsarc,Oh? And what do you consider yourself when it comes to gun rights? Are you moderate or fanatical? Would you actually declare yourself a fanatic or would you like to be known as a moderate?   I don't think any organization who wants to be taken seriously will declare themselves fanatical about their cause because that would take away from their credibility.
notsarc,"Listen, I have forgotten more than you will ever learn about what is real and true in this world, so either back up your insults with facts or get lost because It is becoming painfully obvious that attempting to reason with you is an exercise in futility. kind of like trying to travel from point A to point B on a merry-go-round."
notsarc,"Well sigma, which is more painful??   Being burnt with salene for 30 minutes to an hour and if that doesnt work after the 3rd time, being born prematurally and laid on a table and starving to death.....   OR   A woman sticking a clothes hanger up and accidentally killing herself but intentionally killing the kid within her?   seems to me that people dont really care about how the baby feels. It has just as much feeling as the mother."
notsarc,"Today's students are tomorrow's scientists. They are unlikely to study something that, if they hear about it at all, they hear about it on a less serious level than they do the happenstance origins of atheist evolution. To reduce ID to other classes like literature or social sciences, etc. (where poetry, fiction, and prehistoric beliefs are the subject matter) is nothing more than a clever, dishonest attempt to belittle it."
notsarc,"Many natural disasters such as tornados, destructive flood, severe drought probably have something to do with global warming.I don't know which is first regarding these combinations. Maybe flood is caused due to global warming, maybe reverse.These phenomena are related each other, so it can't be seperated when we think about it.Maybe global warming itself is not such a big threat but many disadvantages resulting from this are threats to us."
notsarc,And how did the Wise Creator come into existence? All that wisdom and creativity cannot come to existence accidentally or spontaneously...
notsarc,"I think you got it backwards Kelvin. You're the one that said you wouldn't let your children play with toy guns because you're afraid that your children wouldn't be able to tell the difference between a real gun and a toy gun. Blindone never advocated toy gun-control. On the contrary, Blindone was pointing out that toy guns don't harm children.   And if your children can't tell the difference between fantasy and reality how do you expect them to handle a gun responsibly? They might try to shoot the boogey man or their own shadow."
notsarc,"You state ""the woman comes first"". This seems to be your only ""absolute"". Why does the woman come first? Is it because she is fully developed? Is she more important than the child she is carrying?"
notsarc,"How do we know anything for sure? We can't be certain of the Earth's age in billions of years, but we can use carbon dating to figure out it's older then 55,000 years, which refutes creationism."
notsarc,"Actually the kid was on a panel, all pretty much saying the same thing.       Why didn't YOU cite them?"
notsarc,"But my relationship is between a man and woman. You would be asking marriage to be redefined to do that. Remember, part of what defines marriage is that it is between a man and woman."
notsarc,"No Peeling, it would be, ""We proved it was possible to evolve as humans have, so why can only we do it?"" Why hasn't one other creature on Earth ever evolved to our level of sophistication in the same alleged 4 billion years that we have had to attain our level of evolution? If evo is real, then it seems only right that it should touch all species equally and that all species that weren't forced into extinction, but survived and overcame the pressures they faced should have ended up in a similar evolved place that man has attained in 4 billion years.Unless of course that the science of evolution is a humanistic justification to explain our origins but has no basis in fact what so ever. And that is my claim and belief."
notsarc,"And many news stories have referred to the New York shooter as being armed with a ""high powered rifle"" despite the fact that this was blatantly false. Why should we take this story as being fully factual about the details of background checks and gun shows?And a lot of newspapers are repeating the claims that fully-automatic machine guns, anti-tank missiles, fragmentation grenades and rocket launchers, are being bought by mexican drug cartel members -even though they couldn't possibly pass a background check- and that they're being bought from gun stores in America! But no matter how many times we demand proof of such, NONE IS EVER PRESENTED!Come back with undeniable proof that FFL dealers never conduct federally mandated background checks when selling guns at gun shows, otherwise don't post on the topic anymore since you have nothing but lies and scare mongering tactics."
notsarc,"an image is not the original. a photo of you is not you, its an image of you. the image cannot be or replace the original, and isnt intended toregardless of how ""perfect"" the photocopier is, you cannot cash the ""perfect"" copy of the check. it may be a perfect replica, to the detail, but it is still only an image. the problem isnt the quality of the copying process, but the fact that the copy itself is just that, a copy, not the original"
notsarc,The biblical end has got to be near. This was a Doctor who spends all of his life saving people's lives.
notsarc,Well either way he didn't answer the question. I saw the video. I saw and heard his responce. He can't squirm his way out of the fact that he didn't know the answer.    The internet site also quotes:
notsarc,"Besides the hundreds of cases in which such things are directly observed, I guess you're right."
notsarc,"Not once have I said he is perfect. But when people criticize things that I either know are false or I don't agree with, I will back him up. Just like people back up Kerry. I will remember that when you try to defend anyone."
notsarc,No it's not. Perhaps because you don't understand much about evolutionary theory you have confused it with ID. ID is not science and has no evidence to support it.
notsarc,"well i was downplaying your argument because really, pregnancy is not that demeaning to a womans body. ITS NATURAL! OBESITY ISNT!"
notsarc,"The laws of physics are short, descriptive statements that describe the operation of certain natural phenomena that always seem to occur in the same way. Many times the ""laws of physics"" have been amended by further information, causing the law to be restated.Actually, I think he meant the way that we have observed the universe and all of nature to operate."
notsarc,"And as I said, Herbert Spencer's ideas predate Darwin's. Meanwhile, Dawkins writings on religion are irrelevant to whether evolution is good biology."
notsarc,But just try and remove them from those that think we do and you will have a war on your hands. It's too bad we didn't become more like Canada is respect to gun ownership. A lot more people would be alive today and others not sitting in prison for crimes they commited.
notsarc,Is that not agnostic? You leave yourself open to change if evidence dictates it.   Sorry if this is just turning into word games.
notsarc,"Not in the concept of what God is like. Jesus, salvation, the afterlife are other topics. Believing that there is a supreme being is only one step."
notsarc,"The only 'duty' that any human being has with a parasite is to extract it as quickly as they can, if they chose to do so."
notsarc,"But I see two people involved here. Whether the women is better off or not is irrelevant to me. She has no right to kill the other just like you have no right to kill your neighbor. I'm not for allowing decisions on everything and to be against ""choices"" is not a bad thing considering every law restricts choices."
notsarc,"How does being poor limit your responsibility to protect yourself? I know a poor woman who has 10 kids just hoping that one day she would find a man that would be willing to help raise the rest. Also, what do you mean by ""less fortunate? It never happened but she kept having kid after kid and hoping it would. Should she be excused for her behavior because she is poor? No, she kept going to BARS looking for good men. Bad choices = bad outcome. Do you think that this is proof that abortion is necessary? Nope, abortion IS NOT the answer in cases like this, only responsibility can solve the problem. The bad thing is that only one of the men do anything for the children and he doesn't do enough. She has never filed for child support and the kids are almost never disciplined. "
notsarc,"I've been around the creationist/science discussions for a number of years, about 20 or so. The ""you believe in evolution"" argument has been around for at least that long. In my experience it has been a waste of breath to try to convince creationists that I don't believe in evolution any more than they do. As I recall, the argument was even presented in a court case back in the late 60s, or maybe it was the early 80s. I could be wrong. I'll have to check on that."
notsarc,"Oh, is THAT where you are getting your information? The Biotic Message? I read the book tens years ago and eventually sold it because it wasn't worth keeping. You do know that it is a book on biology written not by a biologist, but by an engineer. Right? Walter Jame ReMine is a mere engineer of some sort, and has no degree in biology. And biologists strongly argue against his claims. PS: I even had a few exchanges with ReMine when I was posting at ARN. I argued against him, even though I was an IDist at the time, because he was not being truthful."
notsarc,"For years I've tried to get one of our resident gay members to debate me on that fact. To date, no takers. Want to step up?"
